Layer1,Layer2,Layer3 STUB,Layer3 STUB Description,Layer4,Layer5,Band,Min,Max,Description,Part. No.,Channel SKU,MSRP List Price,Assurance,Packaged Weight,Packaged Size,Tiered Pric,Pricing Tier,Reseller Authorization,Tier 1 Authorization,Reorder,Export Restriction,FCS Date,EOS Date,Commission Group Description,EAN/UPC,Effective Date,Currency,Price List,Solution Competency,Product Type
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,EPPW1WE1E-DT-EA,100.89,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,F,10001,20000,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,EPPW1WE1E-DT-FA,72.09,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,G,20001,50000,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,EPPW1WE1E-DT-GA,57.66,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,H,50001,+,Endpoint Sec PWR Ed UP (endpt) 1W 1:1TE,EPPW1WE1E-DT,EPPW1WE1E-DT-HA,48.06,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,A,1,250,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,EPPWOFE1E-DT-AA,193.09,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,EPPWOFE1E-DT-BA,173.27,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,EPPWOFE1E-DT-CA,153.45,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,EPPWOFE1E-DT-DA,128.71,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,EPPWOFE1E-DT-EA,103.94,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,F,10001,20000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,EPPWOFE1E-DT-FA,74.25,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,G,20001,50000,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,EPPWOFE1E-DT-GA,59.42,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPEPWU,Endpoint Security Power Edition (Enterprise) - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,H,50001,+,Endpoint Sec PWR Ed UP (endpt) OF 1:1TE,EPPWOFE1E-DT,EPPWOFE1E-DT-HA,49.51,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,A,1,250,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,EPPW2WE1E-AA-AA,205.29,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,EPPW2WE1E-AA-BA,183.46,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,EPPW2WE1E-AA-CA,161.62,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,EPPW2WE1E-AA-DA,144.16,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,EPPW2WE1E-AA-EA,113.56,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Endpoint Sec PWR Ed (user) 2W 1:1TE,EPPW2WE1E-AA,EPPW2WE1E-AA-FA,83,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,A,1,250,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,EPPW1WE1E-AA-AA,225.83,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,EPPW1WE1E-AA-BA,201.8,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,EPPW1WE1E-AA-CA,177.78,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,EPPW1WE1E-AA-DA,158.56,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,EPPW1WE1E-AA-EA,124.92,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Endpoint Sec PWR Ed (user) 1W 1:1TE,EPPW1WE1E-AA,EPPW1WE1E-AA-FA,91.28,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,A,1,250,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,EPPWOFE1E-AA-AA,232.67,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,EPPWOFE1E-AA-BA,207.92,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,EPPWOFE1E-AA-CA,183.18,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,EPPWOFE1E-AA-DA,163.35,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,EPPWOFE1E-AA-EA,128.71,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPW,Endpoint Security Power Edition(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Endpoint Sec PWR Ed (user) OF 1:1TE,EPPWOFE1E-AA,EPPWOFE1E-AA-FA,94.06,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,A,1,250,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,EPPW2WE1E-DA-AA,205.29,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,EPPW2WE1E-DA-BA,183.46,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,EPPW2WE1E-DA-CA,161.62,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,EPPW2WE1E-DA-DA,144.16,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,EPPW2WE1E-DA-EA,113.56,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Endpoint Sec PWR Ed UP (user) 2W 1:1TE,EPPW2WE1E-DA,EPPW2WE1E-DA-FA,83,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,A,1,250,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,EPPW1WE1E-DA-AA,225.83,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,EPPW1WE1E-DA-BA,201.8,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,EPPW1WE1E-DA-CA,177.78,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,EPPW1WE1E-DA-DA,158.56,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,EPPW1WE1E-DA-EA,124.92,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Endpoint Sec PWR Ed UP (user) 1W 1:1TE,EPPW1WE1E-DA,EPPW1WE1E-DA-FA,91.28,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,A,1,250,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,EPPWOFE1E-DA-AA,232.67,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,EPPWOFE1E-DA-BA,207.92,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,EPPWOFE1E-DA-CA,183.18,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,EPPWOFE1E-DA-DA,163.35,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,EPPWOFE1E-DA-EA,128.71,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Subscriptions,EPUPWU,Endpoint Security Power Edition - UPGRADE(F),Offline Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Endpoint Sec PWR Ed UP (user) OF 1:1TE,EPPWOFE1E-DA,EPPWOFE1E-DA-FA,94.06,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Virtual Appliance Deployment Options,EP-VA,Endpoint Security Virtual(F),Standard Offering,Perpetual Software License,A,1,+,EP Virt Appl SW PERP LIC,VEPCAE-AT,VEPCAE-AT-AA,0,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Virtual Appliance Deployment Options,EP-DMZ-VA,Endpoint Security DMZ Virtual(F),Standard Offering,Perpetual Software License,A,1,+,EP DMZ Virt Appl SW PERP LIC,VEPDCAE-AT,VEPDCAE-ATAA,0,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Hardware Appliance Deployment Options,EP4600,EP 4600 Appliance(F),Standard Offering,Hardware, ,1,+,EP 4600 Appliance,EP-4600,EP-4600A,39312.84,Yes,33.000 LB,"28""X23""X8""",No,Standard,No,No,No,Yes, , , ,731944747385,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes Endpoint Hardware Appliance Deployment Options,EP4600-DMZ,EP 4600 DMZ Appliance(F),Standard Offering,Hardware, ,1,+,EP 4600 DMC Appliance,EP-4600D,EP-4600DA,39312.84,Yes,33.000 LB,"28""X23""X8""",No,Standard,No,No,No,Yes, , , ,731944747392,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Endpoint Cloud Deploy Options,HXCL,HX Cloud Hosting Endpoint - Large (F),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,HX Cloud Hosting Endpt LG 1:1TE,HXCLGAE-AA,HXCLGAE-AAAA,43680.94,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Endpoint Cloud Deploy Options,HXCM,HX Cloud Hosting Endpoint - Medium(F),Standard Offering,1yr Subscription with 1yr Thrive Essential,A,1,+,HX Cloud Hosting Endpt MD 1:1TE,HXCMGAE-AA,HXCMGAE-AAAA,27284.29,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Legacy (former FireEye),Hermes NDR Subscriptions,NDR,Network Detection and Response(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,A,1,250,NDR 2W 1:1TE,NDR2WE1E-AA,NDR2WE1E-AA-AA,Call For Quote,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network Forensic
Trellix Legacy (former FireEye),Hermes NDR Subscriptions,NDR,Network Detection and Response(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,NDR 2W 1:1TE,NDR2WE1E-AA,NDR2WE1E-AA-BA,211.25,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network Forensic
Trellix Legacy (former FireEye),Hermes NDR Subscriptions,NDR,Network Detection and Response(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,NDR 2W 1:1TE,NDR2WE1E-AA,NDR2WE1E-AA-CA,179.75,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network Forensic
Trellix Legacy (former FireEye),Hermes NDR Subscriptions,NDR,Network Detection and Response(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,NDR 2W 1:1TE,NDR2WE1E-AA,NDR2WE1E-AA-DA,151.96,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network Forensic
Trellix Legacy (former FireEye),Hermes NDR Subscriptions,NDR,Network Detection and Response(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,NDR 2W 1:1TE,NDR2WE1E-AA,NDR2WE1E-AA-EA,129.72,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network Forensic
Trellix Legacy (former FireEye),Hermes NDR Subscriptions,NDR,Network Detection and Response(F),2 Way Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,NDR 2W 1:1TE,NDR2WE1E-AA,NDR2WE1E-AA-FA,111.19,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network Forensic
Trellix Legacy (former FireEye),Hermes NDR Subscriptions,NDR,Network Detection and Response(F),1 Way Offering,1yr Subscription with 1yr Thrive Essential,A,1,250,NDR 1W 1:1TE,NDR1WE1E-AA,NDR1WE1E-AA-AA,Call For Quote,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Network Security,Network Forensic
