Layer1,Layer2,Layer3 STUB,Layer3 STUB Description,Layer4,Layer5,Band,Min,Max,Description,Part. No.,Channel SKU,MSRP List Price,Assurance,Packaged Weight,Packaged Size,Tiered Pric,Pricing Tier,Reseller Authorization,Tier 1 Authorization,Reorder,Export Restriction,FCS Date,EOS Date,Commission Group Description,EAN/UPC,Effective Date,Currency,Price List,Solution Competency,Product Type
Trellix Email Security,Email Security,EMCLVX,Email Security for Office 365,Subscription Offering,1yr Subscription with 1yr Thrive Essential,A,100,250,Email Sec for Office 365 1:1TE,EMCVECE-AA,EMCVECE-AAAA,Call For Quote,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Cloud
Trellix Email Security,Email Security,EMCLVX,Email Security for Office 365,Subscription Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Email Sec for Office 365 1:1TE,EMCVECE-AA,EMCVECE-AABA,127.14,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Cloud
Trellix Email Security,Email Security,EMCLVX,Email Security for Office 365,Subscription Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Email Sec for Office 365 1:1TE,EMCVECE-AA,EMCVECE-AACA,127.14,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Cloud
Trellix Email Security,Email Security,EMCLVX,Email Security for Office 365,Subscription Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Email Sec for Office 365 1:1TE,EMCVECE-AA,EMCVECE-AADA,115.26,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Cloud
Trellix Email Security,Email Security,EMCLVX,Email Security for Office 365,Subscription Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Email Sec for Office 365 1:1TE,EMCVECE-AA,EMCVECE-AAEA,115.26,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Cloud
Trellix Email Security,Email Security,EMCLVX,Email Security for Office 365,Subscription Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Email Sec for Office 365 1:1TE,EMCVECE-AA,EMCVECE-AAFA,103.7,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Cloud
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),2 Way Offering,1yr Subscription with 1yr Thrive Essential,A,100,250,Email Sec Srv Ed (user) 2W 1:1TE(T),EMSE2WECE-AA,EMSE2WECE-AA-AA,107.87,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),2 Way Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Email Sec Srv Ed (user) 2W 1:1TE(T),EMSE2WECE-AA,EMSE2WECE-AA-BA,76.41,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),2 Way Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Email Sec Srv Ed (user) 2W 1:1TE(T),EMSE2WECE-AA,EMSE2WECE-AA-CA,62.93,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),2 Way Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Email Sec Srv Ed (user) 2W 1:1TE(T),EMSE2WECE-AA,EMSE2WECE-AA-DA,58.43,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),2 Way Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Email Sec Srv Ed (user) 2W 1:1TE(T),EMSE2WECE-AA,EMSE2WECE-AA-EA,56.18,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),2 Way Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Email Sec Srv Ed (user) 2W 1:1TE(T),EMSE2WECE-AA,EMSE2WECE-AA-FA,47.19,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),1 Way Offering,1yr Subscription with 1yr Thrive Essential,A,100,250,Email Sec Srv Ed (user) 1W 1:1TE(T),EMSE1WECE-AA,EMSE1WECE-AA-AA,124.07,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),1 Way Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Email Sec Srv Ed (user) 1W 1:1TE(T),EMSE1WECE-AA,EMSE1WECE-AA-BA,87.87,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),1 Way Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Email Sec Srv Ed (user) 1W 1:1TE(T),EMSE1WECE-AA,EMSE1WECE-AA-CA,72.36,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),1 Way Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Email Sec Srv Ed (user) 1W 1:1TE(T),EMSE1WECE-AA,EMSE1WECE-AA-DA,67.19,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),1 Way Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Email Sec Srv Ed (user) 1W 1:1TE(T),EMSE1WECE-AA,EMSE1WECE-AA-EA,64.6,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),1 Way Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Email Sec Srv Ed (user) 1W 1:1TE(T),EMSE1WECE-AA,EMSE1WECE-AA-FA,54.3,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),Offline Offering,1yr Subscription with 1yr Thrive Essential,A,100,250,Email Sec Srv Ed (user) OF 1:1TE(T),EMSEOFECE-AA,EMSEOFECE-AA-AA,129.46,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),Offline Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Email Sec Srv Ed (user) OF 1:1TE(T),EMSEOFECE-AA,EMSEOFECE-AA-BA,91.7,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),Offline Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Email Sec Srv Ed (user) OF 1:1TE(T),EMSEOFECE-AA,EMSEOFECE-AA-CA,75.51,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),Offline Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Email Sec Srv Ed (user) OF 1:1TE(T),EMSEOFECE-AA,EMSEOFECE-AA-DA,70.12,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),Offline Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Email Sec Srv Ed (user) OF 1:1TE(T),EMSEOFECE-AA,EMSEOFECE-AA-EA,67.42,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Subscriptions,EMUSE-T,Email Security Server Edition(T),Offline Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Email Sec Srv Ed (user) OF 1:1TE(T),EMSEOFECE-AA,EMSEOFECE-AA-FA,56.64,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Virtual Appliance Deployment Options,EM-VA-T,Email Security Sensor Virtual(T),Standard Offering,Perpetual Software License,A,1,+,EM Virt Appl Sensor SW PERP LIC(T),VEMSCXE-AT,VEMSCXE-ATAA,0,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Virtual Appliance Deployment Options,EM2500-VA-T,Email Security Virtual 16 Core Appliance(T),Standard Offering,Perpetual Software License,A,1,+,EM 2500 Virt 16 Appl SW PERP LIC(T),VEM2500CXE-AT,VEM2500CXE-AT-AA,11118.67,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Virtual Appliance Deployment Options,EM2500-VA-32-T,Email Security Virtual 32 Core Appliance(T),Standard Offering,Perpetual Software License,A,1,+,EM 2500 Virt 32 Appl SW PERP LIC(T),VEM250032CXE-AT,VEM250032CXE-AT-AA,22237.34,Yes, , ,No,Standard,No,No,No,Yes,04/30/2025, , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Virtual Appliance Deployment Options,EM2500-VA-48-T,Email Security Virtual 48 Core Appliance(T),Standard Offering,Perpetual Software License,A,1,+,EM 2500 Virt 48 Appl SW PERP LIC(T),VEM250048CXE-AT,VEM250048CXE-AT-AA,33356.02,Yes, , ,No,Standard,No,No,No,Yes,04/30/2025, , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Virtual Appliance Deployment Options,EM2500-VA-64-T,Email Security Virtual 64 Core Appliance(T),Standard Offering,Perpetual Software License,A,1,+,EM 2500 Virt 64 Appl SW PERP LIC(T),VEM250064CXE-AT,VEM250064CXE-AT-AA,44474.69,Yes, , ,No,Standard,No,No,No,Yes,04/30/2025, , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Virtual Appliance Deployment Options,EM7700-BM-VA-T,Email Security 7700 BareMetal Virtual Appliance(T),Standard Offering,Perpetual Software License,A,1,+,EM 7700 BM Virt Appl SW PERP LIC(T),VEMB7700CXE-AT,VEMB7700CXE-AT-AA,0,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Hardware Appliance Deployment Options,EM3600-T,EM 3600 Appliance(T),Standard Offering,Hardware, ,1,+,EM 3600 Appliance(T),EM-3600-T,EM-3600-TA,35957.79,Yes,33.000 LB,"28""X23""X8""",No,Standard,No,No,No,Yes, , , ,731944753379,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Hardware Appliance Deployment Options,EM5600-T,EM 5600 Appliance(T),Standard Offering,Hardware, ,1,+,EM 5600 Appliance(T),EM-5600-T,EM-5600-TA,71915.57,Yes,67.000 LB,"39""X27""X12""",No,Standard,No,No,No,Yes, , , ,731944753386,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Email Security,Hermes Email Hardware Appliance Deployment Options,EM8600-T,EM 8600 Appliance(T),Standard Offering,Hardware, ,1,+,EM 8600 Appliance(T),EM-8600-T,EM-8600-TA,107873.36,Yes,67.000 LB,"39""X27""X12""",No,Standard,No,No,No,Yes, , , ,731944753393,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Email Security Server
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVA,Trellix Advanced,Subscription Offering,1yr Subscription with 1yr Thrive Essential,A,5,250,Trellix Advanced 1:1TE,MVAECE-AA,MVAECE-AA-AA,226.51,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVA,Trellix Advanced,Subscription Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Trellix Advanced 1:1TE,MVAECE-AA,MVAECE-AA-BA,199.58,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVA,Trellix Advanced,Subscription Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Trellix Advanced 1:1TE,MVAECE-AA,MVAECE-AA-CA,171,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVA,Trellix Advanced,Subscription Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Trellix Advanced 1:1TE,MVAECE-AA,MVAECE-AA-DA,147.21,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVA,Trellix Advanced,Subscription Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Trellix Advanced 1:1TE,MVAECE-AA,MVAECE-AA-EA,130.75,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVA,Trellix Advanced,Subscription Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Trellix Advanced 1:1TE,MVAECE-AA,MVAECE-AA-FA,114.24,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVAU,Trellix Advanced - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,A,5,250,Trellix Advanced UPGD 1:1TE,MVAECE-DA,MVAECE-DA-AA,226.51,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVAU,Trellix Advanced - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Trellix Advanced UPGD 1:1TE,MVAECE-DA,MVAECE-DA-BA,199.58,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVAU,Trellix Advanced - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Trellix Advanced UPGD 1:1TE,MVAECE-DA,MVAECE-DA-CA,171,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVAU,Trellix Advanced - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Trellix Advanced UPGD 1:1TE,MVAECE-DA,MVAECE-DA-DA,147.21,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVAU,Trellix Advanced - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Trellix Advanced UPGD 1:1TE,MVAECE-DA,MVAECE-DA-EA,130.75,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVAU,Trellix Advanced - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Trellix Advanced UPGD 1:1TE,MVAECE-DA,MVAECE-DA-FA,114.24,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,Client Protection
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVP,Trellix Premium,Subscription Offering,1yr Subscription with 1yr Thrive Essential,A,5,250,Trellix Premium 1:1TE,MVPECE-AA,MVPECE-AA-AA,420.64,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVP,Trellix Premium,Subscription Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Trellix Premium 1:1TE,MVPECE-AA,MVPECE-AA-BA,378.56,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVP,Trellix Premium,Subscription Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Trellix Premium 1:1TE,MVPECE-AA,MVPECE-AA-CA,333.16,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVP,Trellix Premium,Subscription Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Trellix Premium 1:1TE,MVPECE-AA,MVPECE-AA-DA,289.86,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVP,Trellix Premium,Subscription Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Trellix Premium 1:1TE,MVPECE-AA,MVPECE-AA-EA,275.37,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVP,Trellix Premium,Subscription Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Trellix Premium 1:1TE,MVPECE-AA,MVPECE-AA-FA,254.8,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVPU,Trellix Premium - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,A,5,250,Trellix Premium UPGD 1:1TE,MVPECE-DA,MVPECE-DA-AA,420.64,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVPU,Trellix Premium - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Trellix Premium UPGD 1:1TE,MVPECE-DA,MVPECE-DA-BA,378.56,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVPU,Trellix Premium - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Trellix Premium UPGD 1:1TE,MVPECE-DA,MVPECE-DA-CA,333.16,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVPU,Trellix Premium - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Trellix Premium UPGD 1:1TE,MVPECE-DA,MVPECE-DA-DA,289.86,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVPU,Trellix Premium - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Trellix Premium UPGD 1:1TE,MVPECE-DA,MVPECE-DA-EA,275.37,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Device to Cloud Defense (SaaS Only),MVPU,Trellix Premium - Upgrade,Upgrade Subscription Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Trellix Premium UPGD 1:1TE,MVPECE-DA,MVPECE-DA-FA,254.8,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Protection and EDR (SaaS & On-Premise),MDR1,Managed Detection & Response Service 1,Subscription Offering,1yr Subscription with 1yr Thrive Essential,A,5,250,Trellix MDR1 1:1TE,MDR1ECE-AA,MDR1ECE-AAAA,174.95,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Protection and EDR (SaaS & On-Premise),MDR1,Managed Detection & Response Service 1,Subscription Offering,1yr Subscription with 1yr Thrive Essential,B,251,1000,Trellix MDR1 1:1TE,MDR1ECE-AA,MDR1ECE-AABA,130.75,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Protection and EDR (SaaS & On-Premise),MDR1,Managed Detection & Response Service 1,Subscription Offering,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Trellix MDR1 1:1TE,MDR1ECE-AA,MDR1ECE-AACA,100.55,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Protection and EDR (SaaS & On-Premise),MDR1,Managed Detection & Response Service 1,Subscription Offering,1yr Subscription with 1yr Thrive Essential,D,2001,5000,Trellix MDR1 1:1TE,MDR1ECE-AA,MDR1ECE-AADA,75,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Protection and EDR (SaaS & On-Premise),MDR1,Managed Detection & Response Service 1,Subscription Offering,1yr Subscription with 1yr Thrive Essential,E,5001,10000,Trellix MDR1 1:1TE,MDR1ECE-AA,MDR1ECE-AAEA,64.55,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Protection and EDR (SaaS & On-Premise),MDR1,Managed Detection & Response Service 1,Subscription Offering,1yr Subscription with 1yr Thrive Essential,F,10001,+,Trellix MDR1 1:1TE,MDR1ECE-AA,MDR1ECE-AAFA,56.77,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Protection and EDR (SaaS & On-Premise),TRXHX,Trellix Advanced Endpoint Security with Forensics,Subscription Offering - 2 Way,1yr Subscription with 1yr Thrive Essential,A,100,250,Trellix Adv EP Sec w/ Frnsics 2W 1:1TE,TRXHX2WECE-AA,TRXHX2WECE-AA-AA,217.59,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Protection and EDR (SaaS & On-Premise),TRXHX,Trellix Advanced Endpoint Security with Forensics,Subscription Offering - 2 Way,1yr Subscription with 1yr Thrive Essential,B,251,1000,Trellix Adv EP Sec w/ Frnsics 2W 1:1TE,TRXHX2WECE-AA,TRXHX2WECE-AA-BA,195.1,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
Trellix Endpoint Security,Protection and EDR (SaaS & On-Premise),TRXHX,Trellix Advanced Endpoint Security with Forensics,Subscription Offering - 2 Way,1yr Subscription with 1yr Thrive Essential,C,1001,2000,Trellix Adv EP Sec w/ Frnsics 2W 1:1TE,TRXHX2WECE-AA,TRXHX2WECE-AA-CA,172.57,Yes, , ,No,Standard,No,No,No,Yes, , , , ,04/14/2025,AUD,AUSTRALIA COM TIER 1 PRICE BOOK,Endpoint Security,EDR
